"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.1savingsAccount","Answer.2inflation","Answer.3interest","Answer.4mortgage","Answer.5stocks","Answer.FLQuizScore","Answer.accuracy","Answer.age","Answer.comments","Answer.gender","Answer.language","Answer.normalItemScore","Answer.overclaimingScore","Answer.personalFinanceClaimScore","Answer.personalFinanceFirst","Answer.questions","Answer.race","Answer.version","Approve","Reject"
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-11","Approved","Wed Mar 09 14:58:47 PST 2016","Wed Mar 09 15:01:57 PST 2016","Wed Mar 09 16:01:57 PST 2016","2016-03-10 00:05:27 UTC",NA,NA,190,"100% (2/2)","100% (2/2)","100% (2/2)","""More+than+102""","""Less""","""Fall""","""True""","""False""",5,0.277777778,"""43""","""""","""male""","""English""",0.277777778,0,3.5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""4"",""rt"":2497},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""3"",""rt"":2348},{""qNumber"":2,""financeTerm"":""tax bracket"",""response"":""5"",""rt"":4176},{""qNumber"":3,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":2208},{""qNumber"":4,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":1617},{""qNumber"":5,""financeTerm"":""home equity"",""response"":""3"",""rt"":2087},{""qNumber"":6,""financeTerm"":""stock options"",""response"":""2"",""rt"":1557},{""qNumber"":7,""financeTerm"":""fixed-rate deduction"",""response"":""1"",""rt"":1960},{""qNumber"":8,""financeTerm"":""vesting"",""response"":""1"",""rt"":1617},{""qNumber"":9,""financeTerm"":""inflation"",""response"":""4"",""rt"":4260},{""qNumber"":10,""financeTerm"":""retirement"",""response"":""4"",""rt"":3302},{""qNumber"":11,""financeTerm"":""interest rate"",""response"":""5"",""rt"":2785},{""qNumber"":12,""financeTerm"":""annualized credit"",""response"":""1"",""rt"":1759},{""qNumber"":13,""financeTerm"":""whole life insurance"",""response"":""1"",""rt"":2657},{""qNumber"":14,""financeTerm"":""fixed-rate mortgage"",""response"":""1"",""rt"":2438},{""qNumber"":15,""financeTerm"":""Roth IRA"",""response"":""1"",""rt"":1610},{""qNumber"":16,""financeTerm"":""revolving credit"",""response"":""4"",""rt"":1905}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-12","Approved","Wed Mar 09 14:59:09 PST 2016","Wed Mar 09 15:02:19 PST 2016","Wed Mar 09 16:02:19 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,190,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""More""","""Rise""","""True""","""False""",3,0.458333333,"""31""","""""","""female""","""English""",0.680555556,0.222222222,6,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""6"",""rt"":3137},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""6"",""rt"":7085},{""qNumber"":2,""financeTerm"":""interest rate"",""response"":""6"",""rt"":4671},{""qNumber"":3,""financeTerm"":""annualized credit"",""response"":""2"",""rt"":4976},{""qNumber"":4,""financeTerm"":""private equity fund"",""response"":""2"",""rt"":2232},{""qNumber"":5,""financeTerm"":""whole life insurance"",""response"":""6"",""rt"":1722},{""qNumber"":6,""financeTerm"":""revolving credit"",""response"":""6"",""rt"":1438},{""qNumber"":7,""financeTerm"":""pre-rated stocks"",""response"":""2"",""rt"":2512},{""qNumber"":8,""financeTerm"":""vesting"",""response"":""2"",""rt"":1927},{""qNumber"":9,""financeTerm"":""retirement"",""response"":""7"",""rt"":1737},{""qNumber"":10,""financeTerm"":""Roth IRA"",""response"":""4"",""rt"":3216},{""qNumber"":11,""financeTerm"":""inflation"",""response"":""6"",""rt"":2512},{""qNumber"":12,""financeTerm"":""home equity"",""response"":""7"",""rt"":2606},{""qNumber"":13,""financeTerm"":""fixed-rate deduction"",""response"":""3"",""rt"":5049},{""qNumber"":14,""financeTerm"":""fixed-rate mortgage"",""response"":""7"",""rt"":1816},{""qNumber"":15,""financeTerm"":""tax bracket"",""response"":""6"",""rt"":1768},{""qNumber"":16,""financeTerm"":""stock options"",""response"":""2"",""rt"":2103}]","""black""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-13","Approved","Wed Mar 09 14:58:52 PST 2016","Wed Mar 09 15:02:04 PST 2016","Wed Mar 09 16:02:04 PST 2016","2016-03-10 00:05:27 UTC",NA,NA,192,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""Less""","""Don't+know""","""True""","""False""",4,0.75,"""""","""""","""female""","""English""",0.861111111,0.111111111,5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""5"",""rt"":4648},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""5"",""rt"":3974},{""qNumber"":2,""financeTerm"":""vesting"",""response"":""3"",""rt"":4321},{""qNumber"":3,""financeTerm"":""revolving credit"",""response"":""5"",""rt"":2876},{""qNumber"":4,""financeTerm"":""private equity fund"",""response"":""6"",""rt"":2821},{""qNumber"":5,""financeTerm"":""stock options"",""response"":""7"",""rt"":2679},{""qNumber"":6,""financeTerm"":""inflation"",""response"":""7"",""rt"":1820},{""qNumber"":7,""financeTerm"":""fixed-rate deduction"",""response"":""2"",""rt"":4902},{""qNumber"":8,""financeTerm"":""retirement"",""response"":""7"",""rt"":1753},{""qNumber"":9,""financeTerm"":""whole life insurance"",""response"":""6"",""rt"":2702},{""qNumber"":10,""financeTerm"":""Roth IRA"",""response"":""5"",""rt"":2191},{""qNumber"":11,""financeTerm"":""annualized credit"",""response"":""2"",""rt"":2890},{""qNumber"":12,""financeTerm"":""tax bracket"",""response"":""7"",""rt"":2001},{""qNumber"":13,""financeTerm"":""interest rate"",""response"":""7"",""rt"":1859},{""qNumber"":14,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":3068},{""qNumber"":15,""financeTerm"":""fixed-rate mortgage"",""response"":""7"",""rt"":2086},{""qNumber"":16,""financeTerm"":""home equity"",""response"":""7"",""rt"":2914}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-14","Approved","Wed Mar 09 14:59:07 PST 2016","Wed Mar 09 15:02:29 PST 2016","Wed Mar 09 16:02:29 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,202,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""Less""","""Fall""","""True""","""False""",5,0.291666667,"""62""","""liked+it""","""male""","""english""",0.791666667,0.5,5.5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""5"",""rt"":5157},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""6"",""rt"":6271},{""qNumber"":2,""financeTerm"":""vesting"",""response"":""6"",""rt"":4213},{""qNumber"":3,""financeTerm"":""whole life insurance"",""response"":""5"",""rt"":2774},{""qNumber"":4,""financeTerm"":""retirement"",""response"":""5"",""rt"":2764},{""qNumber"":5,""financeTerm"":""Roth IRA"",""response"":""4"",""rt"":2826},{""qNumber"":6,""financeTerm"":""stock options"",""response"":""7"",""rt"":3513},{""qNumber"":7,""financeTerm"":""pre-rated stocks"",""response"":""4"",""rt"":3649},{""qNumber"":8,""financeTerm"":""tax bracket"",""response"":""7"",""rt"":3529},{""qNumber"":9,""financeTerm"":""revolving credit"",""response"":""6"",""rt"":4263},{""qNumber"":10,""financeTerm"":""inflation"",""response"":""6"",""rt"":3533},{""qNumber"":11,""financeTerm"":""fixed-rate deduction"",""response"":""4"",""rt"":3604},{""qNumber"":12,""financeTerm"":""interest rate"",""response"":""6"",""rt"":3303},{""qNumber"":13,""financeTerm"":""home equity"",""response"":""6"",""rt"":3396},{""qNumber"":14,""financeTerm"":""annualized credit"",""response"":""4"",""rt"":3784},{""qNumber"":15,""financeTerm"":""fixed-rate mortgage"",""response"":""6"",""rt"":3125},{""qNumber"":16,""financeTerm"":""private equity fund"",""response"":""5"",""rt"":3337}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-15","Approved","Wed Mar 09 14:58:51 PST 2016","Wed Mar 09 15:02:13 PST 2016","Wed Mar 09 16:02:13 PST 2016","2016-03-10 00:05:27 UTC",NA,NA,202,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""Less""","""Fall""","""True""","""False""",5,0.375,"""57""","""""","""female""","""english""",0.486111111,0.111111111,4,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""4"",""rt"":7824},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""4"",""rt"":7518},{""qNumber"":2,""financeTerm"":""fixed-rate mortgage"",""response"":""5"",""rt"":5392},{""qNumber"":3,""financeTerm"":""stock options"",""response"":""1"",""rt"":4598},{""qNumber"":4,""financeTerm"":""Roth IRA"",""response"":""3"",""rt"":2832},{""qNumber"":5,""financeTerm"":""retirement"",""response"":""3"",""rt"":3185},{""qNumber"":6,""financeTerm"":""home equity"",""response"":""7"",""rt"":4025},{""qNumber"":7,""financeTerm"":""annualized credit"",""response"":""1"",""rt"":4181},{""qNumber"":8,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":3479},{""qNumber"":9,""financeTerm"":""inflation"",""response"":""6"",""rt"":2335},{""qNumber"":10,""financeTerm"":""tax bracket"",""response"":""7"",""rt"":3234},{""qNumber"":11,""financeTerm"":""revolving credit"",""response"":""3"",""rt"":4361},{""qNumber"":12,""financeTerm"":""fixed-rate deduction"",""response"":""3"",""rt"":9477},{""qNumber"":13,""financeTerm"":""interest rate"",""response"":""5"",""rt"":2721},{""qNumber"":14,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":4175},{""qNumber"":15,""financeTerm"":""whole life insurance"",""response"":""5"",""rt"":2873},{""qNumber"":16,""financeTerm"":""vesting"",""response"":""1"",""rt"":5431}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-16","Approved","Wed Mar 09 14:59:04 PST 2016","Wed Mar 09 15:02:28 PST 2016","Wed Mar 09 16:02:28 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,204,"100% (2/2)","100% (2/2)","100% (2/2)","""More+than+102""","""Less""","""Rise""","""True""","""False""",4,0.597222222,"""52""","""""","""male""","""english""",0.875,0.277777778,5.5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""5"",""rt"":4350},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""6"",""rt"":6554},{""qNumber"":2,""financeTerm"":""revolving credit"",""response"":""6"",""rt"":6047},{""qNumber"":3,""financeTerm"":""pre-rated stocks"",""response"":""2"",""rt"":5557},{""qNumber"":4,""financeTerm"":""stock options"",""response"":""6"",""rt"":3142},{""qNumber"":5,""financeTerm"":""fixed-rate deduction"",""response"":""4"",""rt"":4991},{""qNumber"":6,""financeTerm"":""whole life insurance"",""response"":""6"",""rt"":2577},{""qNumber"":7,""financeTerm"":""annualized credit"",""response"":""2"",""rt"":3522},{""qNumber"":8,""financeTerm"":""Roth IRA"",""response"":""5"",""rt"":4100},{""qNumber"":9,""financeTerm"":""tax bracket"",""response"":""7"",""rt"":2285},{""qNumber"":10,""financeTerm"":""home equity"",""response"":""7"",""rt"":2347},{""qNumber"":11,""financeTerm"":""inflation"",""response"":""7"",""rt"":2757},{""qNumber"":12,""financeTerm"":""fixed-rate mortgage"",""response"":""7"",""rt"":3778},{""qNumber"":13,""financeTerm"":""retirement"",""response"":""7"",""rt"":2100},{""qNumber"":14,""financeTerm"":""interest rate"",""response"":""7"",""rt"":2184},{""qNumber"":15,""financeTerm"":""vesting"",""response"":""5"",""rt"":3082},{""qNumber"":16,""financeTerm"":""private equity fund"",""response"":""5"",""rt"":4182}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-17","Approved","Wed Mar 09 14:59:01 PST 2016","Wed Mar 09 15:02:41 PST 2016","Wed Mar 09 16:02:41 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,220,"100% (1/1)","100% (1/1)","100% (1/1)","""Exactly+102""","""Don't+know""","""Don't+know""","""True""","""False""",2,0.333333333,"""26""","""""","""female""","""ENGLISH""",0.388888889,0.055555556,3.5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""3"",""rt"":2559},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""4"",""rt"":4001},{""qNumber"":2,""financeTerm"":""fixed-rate mortgage"",""response"":""4"",""rt"":3679},{""qNumber"":3,""financeTerm"":""Roth IRA"",""response"":""2"",""rt"":2418},{""qNumber"":4,""financeTerm"":""fixed-rate deduction"",""response"":""1"",""rt"":3526},{""qNumber"":5,""financeTerm"":""tax bracket"",""response"":""5"",""rt"":4430},{""qNumber"":6,""financeTerm"":""revolving credit"",""response"":""1"",""rt"":27098},{""qNumber"":7,""financeTerm"":""stock options"",""response"":""4"",""rt"":1335},{""qNumber"":8,""financeTerm"":""annualized credit"",""response"":""2"",""rt"":1838},{""qNumber"":9,""financeTerm"":""retirement"",""response"":""6"",""rt"":1582},{""qNumber"":10,""financeTerm"":""vesting"",""response"":""1"",""rt"":1492},{""qNumber"":11,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":2933},{""qNumber"":12,""financeTerm"":""inflation"",""response"":""3"",""rt"":2799},{""qNumber"":13,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":1548},{""qNumber"":14,""financeTerm"":""whole life insurance"",""response"":""2"",""rt"":2073},{""qNumber"":15,""financeTerm"":""interest rate"",""response"":""6"",""rt"":2297},{""qNumber"":16,""financeTerm"":""home equity"",""response"":""5"",""rt"":13282}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-18","Approved","Wed Mar 09 14:58:51 PST 2016","Wed Mar 09 15:02:33 PST 2016","Wed Mar 09 16:02:33 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,222,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""Less""","""Don't+know""","""True""","""Don't+know""",3,0.069444444,"""31""","""""","""male""","""english""",0.069444444,0,2,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""2"",""rt"":10599},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""2"",""rt"":2494},{""qNumber"":2,""financeTerm"":""fixed-rate mortgage"",""response"":""1"",""rt"":2777},{""qNumber"":3,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":1814},{""qNumber"":4,""financeTerm"":""home equity"",""response"":""1"",""rt"":2238},{""qNumber"":5,""financeTerm"":""retirement"",""response"":""1"",""rt"":1703},{""qNumber"":6,""financeTerm"":""revolving credit"",""response"":""1"",""rt"":2252},{""qNumber"":7,""financeTerm"":""inflation"",""response"":""3"",""rt"":2660},{""qNumber"":8,""financeTerm"":""tax bracket"",""response"":""1"",""rt"":3605},{""qNumber"":9,""financeTerm"":""Roth IRA"",""response"":""1"",""rt"":2253},{""qNumber"":10,""financeTerm"":""interest rate"",""response"":""4"",""rt"":2501},{""qNumber"":11,""financeTerm"":""vesting"",""response"":""1"",""rt"":2347},{""qNumber"":12,""financeTerm"":""whole life insurance"",""response"":""1"",""rt"":1592},{""qNumber"":13,""financeTerm"":""stock options"",""response"":""1"",""rt"":1624},{""qNumber"":14,""financeTerm"":""annualized credit"",""response"":""1"",""rt"":3885},{""qNumber"":15,""financeTerm"":""fixed-rate deduction"",""response"":""1"",""rt"":2267},{""qNumber"":16,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":1830}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-19","Approved","Wed Mar 09 14:58:59 PST 2016","Wed Mar 09 15:03:50 PST 2016","Wed Mar 09 16:03:50 PST 2016","2016-03-10 00:05:28 UTC",NA,NA,291,"100% (3/3)","100% (1/1)","100% (1/1)","""More+than+102""","""Less""","""Fall""","""True""","""False""",5,0.652777778,"""64""","""""","""female""","""English""",0.652777778,0,4.5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""4"",""rt"":10256},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""5"",""rt"":10539},{""qNumber"":2,""financeTerm"":""retirement"",""response"":""7"",""rt"":5838},{""qNumber"":3,""financeTerm"":""stock options"",""response"":""2"",""rt"":4674},{""qNumber"":4,""financeTerm"":""annualized credit"",""response"":""1"",""rt"":3789},{""qNumber"":5,""financeTerm"":""vesting"",""response"":""6"",""rt"":3993},{""qNumber"":6,""financeTerm"":""Roth IRA"",""response"":""3"",""rt"":5635},{""qNumber"":7,""financeTerm"":""whole life insurance"",""response"":""7"",""rt"":2449},{""qNumber"":8,""financeTerm"":""revolving credit"",""response"":""1"",""rt"":2432},{""qNumber"":9,""financeTerm"":""tax bracket"",""response"":""5"",""rt"":3706},{""qNumber"":10,""financeTerm"":""home equity"",""response"":""7"",""rt"":2404},{""qNumber"":11,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":3305},{""qNumber"":12,""financeTerm"":""fixed-rate deduction"",""response"":""1"",""rt"":3671},{""qNumber"":13,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":3453},{""qNumber"":14,""financeTerm"":""fixed-rate mortgage"",""response"":""7"",""rt"":3758},{""qNumber"":15,""financeTerm"":""interest rate"",""response"":""7"",""rt"":4999},{""qNumber"":16,""financeTerm"":""inflation"",""response"":""6"",""rt"":31938}]","""white""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-20","Approved","Wed Mar 09 14:58:59 PST 2016","Wed Mar 09 15:04:53 PST 2016","Wed Mar 09 16:04:53 PST 2016","2016-03-10 00:05:29 UTC",NA,NA,354,"100% (3/3)","100% (3/3)","100% (3/3)","""More+than+102""","""Same""","""Don't+know""","""True""","""Don't+know""",2,-0.138888889,"""25""","""Great+survey.""","""male""","""English""",0.416666667,0.555555556,5,1,"[{""qNumber"":0,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""6"",""rt"":19502},{""qNumber"":1,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""4"",""rt"":8985},{""qNumber"":2,""financeTerm"":""fixed-rate deduction"",""response"":""4"",""rt"":5261},{""qNumber"":3,""financeTerm"":""inflation"",""response"":""2"",""rt"":4645},{""qNumber"":4,""financeTerm"":""Roth IRA"",""response"":""3"",""rt"":4474},{""qNumber"":5,""financeTerm"":""vesting"",""response"":""2"",""rt"":3719},{""qNumber"":6,""financeTerm"":""fixed-rate mortgage"",""response"":""5"",""rt"":5235},{""qNumber"":7,""financeTerm"":""private equity fund"",""response"":""4"",""rt"":4522},{""qNumber"":8,""financeTerm"":""pre-rated stocks"",""response"":""5"",""rt"":5187},{""qNumber"":9,""financeTerm"":""whole life insurance"",""response"":""2"",""rt"":3270},{""qNumber"":10,""financeTerm"":""interest rate"",""response"":""6"",""rt"":3800},{""qNumber"":11,""financeTerm"":""stock options"",""response"":""5"",""rt"":3184},{""qNumber"":12,""financeTerm"":""revolving credit"",""response"":""3"",""rt"":4666},{""qNumber"":13,""financeTerm"":""tax bracket"",""response"":""4"",""rt"":4618},{""qNumber"":14,""financeTerm"":""retirement"",""response"":""3"",""rt"":3923},{""qNumber"":15,""financeTerm"":""home equity"",""response"":""3"",""rt"":4028},{""qNumber"":16,""financeTerm"":""annualized credit"",""response"":""4"",""rt"":7518}]","""two""","""feb6""",NA,NA
"3UOMW19E6D6QTJIZ26EA4X8ENR7C5R","3ML4SXAKAKMAAS1OKP1CQ90QZ4C9BF","5 minutes to answer a quick survey about finance","Quick research survey on finance, total time ~5 minutes","survey, research, science","$0.45 ","Wed Mar 09 14:58:19 PST 2016",50,"BatchId:2303798;",3600,3600,"Wed Mar 16 15:58:19 PDT 2016",NA,NA,"anon-21","Approved","Wed Mar 09 14:58:57 PST 2016","Wed Mar 09 15:05:19 PST 2016","Wed Mar 09 16:05:19 PST 2016","2016-03-10 00:05:29 UTC",NA,NA,382,"100% (1/1)","100% (1/1)","100% (1/1)","""More+than+102""","""Same""","""Rise""","""True""","""False""",3,0.166666667,"""35""","""""","""male""","""english""",0.166666667,0,1,0,"[{""qNumber"":0,""financeTerm"":""inflation"",""response"":""1"",""rt"":2188},{""qNumber"":1,""financeTerm"":""Roth IRA"",""response"":""4"",""rt"":2233},{""qNumber"":2,""financeTerm"":""annualized credit"",""response"":""1"",""rt"":2936},{""qNumber"":3,""financeTerm"":""stock options"",""response"":""1"",""rt"":1437},{""qNumber"":4,""financeTerm"":""fixed-rate deduction"",""response"":""1"",""rt"":1862},{""qNumber"":5,""financeTerm"":""fixed-rate mortgage"",""response"":""4"",""rt"":2713},{""qNumber"":6,""financeTerm"":""whole life insurance"",""response"":""3"",""rt"":2710},{""qNumber"":7,""financeTerm"":""retirement"",""response"":""4"",""rt"":2810},{""qNumber"":8,""financeTerm"":""private equity fund"",""response"":""1"",""rt"":1896},{""qNumber"":9,""financeTerm"":""revolving credit"",""response"":""1"",""rt"":1738},{""qNumber"":10,""financeTerm"":""pre-rated stocks"",""response"":""1"",""rt"":1508},{""qNumber"":11,""financeTerm"":""vesting"",""response"":""1"",""rt"":1246},{""qNumber"":12,""financeTerm"":""tax bracket"",""response"":""2"",""rt"":1878},{""qNumber"":13,""financeTerm"":""interest rate"",""response"":""1"",""rt"":1811},{""qNumber"":14,""financeTerm"":""home equity"",""response"":""1"",""rt"":1687},{""qNumber"":15,""personalFinanceQuestion"":""In general, how knowledgable would you say you are about personal finance?"",""response"":""1"",""rt"":3180},{""qNumber"":16,""personalFinanceQuestion"":""How would you rate your general knowledge of personal finance compared to the average American?"",""response"":""1"",""rt"":945}]","""white""","""feb6""",NA,NA
